tweet_clean,Tweet,sentiment,sentiment_scores,neg,neu,pos,compound,sentiment_label,text_processed_raw,text_processed
"['may', 'come', 'ramadan', 'every', 'single', 'dua', 'answered', '']",may come ramadan every single dua answered,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,may come ramadan every single dua answered ,may come ramadan every single dua answered
"['may', 'find', 'ramadan', 'routine', 'useful', '']",may find ramadan routine useful,2,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.0,0.58,0.42,0.4404,neutral,may find ramadan routine useful ,may find ramadan routine useful
"['may', 'go', 'back', 'previous', 'sins', 'ramadan']",may go back previous sins ramadan,2,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.4588}",0.375,0.625,0.0,-0.4588,neutral,may go back previous sins ramadan,may go back previous sin ramadan
"['may', 'last', 'ramadan', 'struggling', 'worrying', 'financial', 'stability', 'ameen']",may last ramadan struggling worrying financial stability ameen,2,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.6369}",0.464,0.536,0.0,-0.6369,neutral,may last ramadan struggling worrying financial stability ameen,may last ramadan struggling worrying financial stability ameen
"['may', 'last', 'ramadan', 'unemployed']",may last ramadan unemployed,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,may last ramadan unemployed,may last ramadan unemployed
"['may', 'last', 'ramadan', 'unmarried']",may last ramadan unmarried,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,may last ramadan unmarried,may last ramadan unmarried
"['may', 'last', 'ramadan', 'worrying', 'financial', 'stability', 'ameen']",may last ramadan worrying financial stability ameen,2,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",0.286,0.714,0.0,-0.34,neutral,may last ramadan worrying financial stability ameen,may last ramadan worrying financial stability ameen
"['may', 'month', 'ramadan', 'bring', 'peace', 'love', 'harmony', 'everyone', 'ramadan', 'mubarak']",may month ramadan bring peace love harmony everyone ramadan mubarak,1,"{'neg': 0.0, 'neu': 0.402, 'pos': 0.598, 'compound': 0.886}",0.0,0.402,0.598,0.886,positive,may month ramadan bring peace love harmony everyone ramadan mubarak,may month ramadan bring peace love harmony everyone ramadan mubarak
"['may', 'positivity', 'peace', 'fill', 'hearts', 'may', 'allah s', 'love', 'illuminate', 'paths', 'wishing', 'lovely', 'joyful', 'blessed', 'ramadan']",may positivity peace fill hearts may allah s love illuminate paths wishing lovely joyful blessed ramadan,1,"{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.9831}",0.0,0.217,0.783,0.9831,positive,may positivity peace fill hearts may allah s love illuminate paths wishing lovely joyful blessed ramadan,may positivity peace fill heart may allah love illuminate path wishing lovely joyful blessed ramadan
"['may', 'ramadan', 'allow', 'us', 'grow', 'become', 'better', 'even', 'month', 'passes', 'ameen']",may ramadan allow us grow become better even month passes ameen,2,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.5859}",0.0,0.652,0.348,0.5859,neutral,may ramadan allow us grow become better even month passes ameen,may ramadan allow u grow become better even month pass ameen
"['may', 'ramadan', 'best', 'ever', 'ameen']",may ramadan best ever ameen,1,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive,may ramadan best ever ameen,may ramadan best ever ameen
"['may', 'ramadan', 'end', 'financial', 'troubles', '']",may ramadan end financial troubles,2,"{'neg': 0.429, 'neu': 0.571, 'pos': 0.0, 'compound': -0.4588}",0.429,0.571,0.0,-0.4588,neutral,may ramadan end financial troubles ,may ramadan end financial trouble
"['may', 'ramadan', 'fill', 'life', 'happiness', 'happiness', 'waiting', 'sha', 'allah', '']",may ramadan fill life happiness happiness waiting sha allah,1,"{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.802}",0.0,0.493,0.507,0.802,positive,may ramadan fill life happiness happiness waiting sha allah ,may ramadan fill life happiness happiness waiting sha allah
"['may', 'ramadan', 'grant', 'peace', 'soul', 'aches']",may ramadan grant peace soul aches,1,"{'neg': 0.182, 'neu': 0.273, 'pos': 0.545, 'compound': 0.6124}",0.182,0.273,0.545,0.6124,positive,may ramadan grant peace soul aches,may ramadan grant peace soul ache
"['may', 'ramadan', 'heal', 'hearts', 'cleanse', 'mind', 'purify', 'souls', 'aamiin']",may ramadan heal hearts cleanse mind purify souls aamiin,2,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.6486}",0.0,0.65,0.35,0.6486,neutral,may ramadan heal hearts cleanse mind purify souls aamiin,may ramadan heal heart cleanse mind purify soul aamiin
"['may', 'ramadan', 'last', 'unmarried', 'ramadan', 'ameen']",may ramadan last unmarried ramadan ameen,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,may ramadan last unmarried ramadan ameen,may ramadan last unmarried ramadan ameen
"['may', 'ramadan', 'long', 'awaited', 'duas', 'get', 'accepted', 'seconds']",may ramadan long awaited duas get accepted seconds,2,"{'neg': 0.12, 'neu': 0.652, 'pos': 0.228, 'compound': 0.25}",0.12,0.652,0.228,0.25,neutral,may ramadan long awaited duas get accepted seconds,may ramadan long awaited duas get accepted second
"['may', 'ramadan', 'one', 'finally', 'changes', 'hearts', 'stay', 'steadfast', 'deen', 'year', 'long']",may ramadan one finally changes hearts stay steadfast deen year long,2,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.743}",0.0,0.588,0.412,0.743,neutral,may ramadan one finally changes hearts stay steadfast deen year long,may ramadan one finally change heart stay steadfast deen year long
"['may', 'ramadan', 'take', 'us', 'away', 'bad', 'habits', 'guide', 'us', 'path', 'becoming', 'better', 'muslims']",may ramadan take us away bad habits guide us path becoming better muslims,2,"{'neg': 0.201, 'neu': 0.632, 'pos': 0.167, 'compound': -0.1531}",0.201,0.632,0.167,-0.1531,neutral,may ramadan take us away bad habits guide us path becoming better muslims,may ramadan take u away bad habit guide u path becoming better muslim
"['may', 'welcomed', 'jannah', 'beautiful', 'words', 'fasted', 'ramad n', '']",may welcomed jannah beautiful words fasted ramad n,1,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.743}",0.0,0.488,0.512,0.743,positive,may welcomed jannah beautiful words fasted ramad n ,may welcomed jannah beautiful word fasted ramad n
"['meanwhile', 'germany', '', 'muslims', 'eat', 'streets', 'celebrate', 'ramadan']",meanwhile germany muslims eat streets celebrate ramadan,2,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}",0.0,0.619,0.381,0.5719,neutral,meanwhile germany  muslims eat streets celebrate ramadan,meanwhile germany muslim eat street celebrate ramadan
"['', 'meanwhile', 'royal', 'family', 'windsor', 'castle', 'king', 'charles', 'hosts', 'britains', 'first', 'ever', 'ramadan', 'event', 'famous', 'royal', 'family', 'home']",meanwhile royal family windsor castle king charles hosts britains first ever ramadan event famous royal family home,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral, meanwhile royal family windsor castle king charles hosts britains first ever ramadan event famous royal family home,meanwhile royal family windsor castle king charles host britain first ever ramadan event famous royal family home
"['', 'meanwhile', 'small', 'heath', 'birmingham', 'uk', 'huge', 'brawl', 'breaks', 'erupts', 'outside', 'mosque', 'bats', 'knives', 'swords', 'display', 'guess', 'fasting', 'ramadan', 'making', 'people', 'extra', 'hangry']",meanwhile small heath birmingham uk huge brawl breaks erupts outside mosque bats knives swords display guess fasting ramadan making people extra hangry,2,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",0.0,0.901,0.099,0.3182,neutral, meanwhile small heath birmingham uk huge brawl breaks erupts outside mosque bats knives swords display guess fasting ramadan making people extra hangry,meanwhile small heath birmingham uk huge brawl break erupts outside mosque bat knife sword display guess fasting ramadan making people extra hangry
"['meet', 'lala', 'ramadan', 'fasting', 'today', 'working', 'hard', 'caring', 'dad', 'weeks', 'ago', 'jumped', 'plane', 'raise', 'money', 'jewish', 'care', 'home', 'real', 'love', 'knows', 'race', 'colour', 'creed']",meet lala ramadan fasting today working hard caring dad weeks ago jumped plane raise money jewish care home real love knows race colour creed,2,"{'neg': 0.044, 'neu': 0.625, 'pos': 0.331, 'compound': 0.8807}",0.044,0.625,0.331,0.8807,neutral,meet lala ramadan fasting today working hard caring dad weeks ago jumped plane raise money jewish care home real love knows race colour creed,meet lala ramadan fasting today working hard caring dad week ago jumped plane raise money jewish care home real love know race colour creed
"['meet', 'year', 'old', 'muslim', 'girl', 'mayida', 'parents', 'sold', 'year', 'old', 'man', 'pakistani', 'rupees', 'month', 'ramadan', 'beauty', 'jahils']",meet year old muslim girl mayida parents sold year old man pakistani rupees month ramadan beauty jahils,2,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.5859}",0.0,0.808,0.192,0.5859,neutral,meet year old muslim girl mayida parents sold year old man pakistani rupees month ramadan beauty jahils,meet year old muslim girl mayida parent sold year old man pakistani rupee month ramadan beauty jahils
"['menstruation', 'ramadan', '', 'thread']",menstruation ramadan thread,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,menstruation ramadan  thread,menstruation ramadan thread
"['menstruation', 'women', 'rama n', 'thread']",menstruation women rama n thread,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,menstruation women rama n thread,menstruation woman rama n thread
"['merry', 'ramadan', 'everyone']",merry ramadan everyone,1,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.5423}",0.0,0.364,0.636,0.5423,positive,merry ramadan everyone,merry ramadan everyone
"['michael', 'venom', 'page', 'completes', 'first', 'ramadan', 'iftar', 'converting', 'islam', 'november', '']",michael venom page completes first ramadan iftar converting islam november,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,michael venom page completes first ramadan iftar converting islam november ,michael venom page completes first ramadan iftar converting islam november
"['midterms', 'ramadan']",midterms ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,midterms ramadan,midterm ramadan
"['might', 'last', 'ramadan', 'life', 'best']",might last ramadan life best,1,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.0,0.488,0.512,0.6369,positive,might last ramadan life best,might last ramadan life best
"['mil', 'march', 'two', 'muslims', 'north', 'africa', 'see', 'year', 'old', 'italian', 'girl', 'eating', 'sandwich', 'insult', 'tell', 'eat', 'ramadan', 'tells', 'go', 'stab', 'slash', 'later', 'rushed', 'emergency', 'care', 'scarred', 'life']",mil march two muslims north africa see year old italian girl eating sandwich insult tell eat ramadan tells go stab slash later rushed emergency care scarred life,2,"{'neg': 0.319, 'neu': 0.595, 'pos': 0.086, 'compound': -0.8225}",0.319,0.595,0.086,-0.8225,neutral,mil march two muslims north africa see year old italian girl eating sandwich insult tell eat ramadan tells go stab slash later rushed emergency care scarred life,mil march two muslim north africa see year old italian girl eating sandwich insult tell eat ramadan tell go stab slash later rushed emergency care scarred life
"['mile', 'end', 'road', 'stepney', 'east', 'london', 'part', 'disgraced', 'mayor', 'lutfur', 'rahman', 'festooned', 'ramadan', 'posters', 'asking', 'muslims', 'trust', 'allah', 'give', 'zakat', 'islamic', 'relief', 'charity', 'according', 'islamic', 'relief']",mile end road stepney east london part disgraced mayor lutfur rahman festooned ramadan posters asking muslims trust allah give zakat islamic relief charity according islamic relief,2,"{'neg': 0.083, 'neu': 0.579, 'pos': 0.339, 'compound': 0.8519}",0.083,0.579,0.339,0.8519,neutral,mile end road stepney east london part disgraced mayor lutfur rahman festooned ramadan posters asking muslims trust allah give zakat islamic relief charity according islamic relief,mile end road stepney east london part disgraced mayor lutfur rahman festooned ramadan poster asking muslim trust allah give zakat islamic relief charity according islamic relief
"['millennials', 'grew', 'listening', 'blessed', 'month', 'ramadan']",millennials grew listening blessed month ramadan,2,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.5994}",0.0,0.562,0.438,0.5994,neutral,millennials grew listening blessed month ramadan,millennials grew listening blessed month ramadan
"['ministers', 'sheikhs', 'abu', 'dhabi', 'dubai', 'broke', 'ramadan', 'fast', 'hindu', 'temple', 'pakistan', 'people', 'saddened', 'close', 'relative', 'died', 'leave', 'uae', 'large', 'numbers', 'protest']",ministers sheikhs abu dhabi dubai broke ramadan fast hindu temple pakistan people saddened close relative died leave uae large numbers protest,2,"{'neg': 0.448, 'neu': 0.552, 'pos': 0.0, 'compound': -0.9001}",0.448,0.552,0.0,-0.9001,neutral,ministers sheikhs abu dhabi dubai broke ramadan fast hindu temple pakistan people saddened close relative died leave uae large numbers protest,minister sheikh abu dhabi dubai broke ramadan fast hindu temple pakistan people saddened close relative died leave uae large number protest
"['minutes', 'breaking', 'fast', 'israeli', 'occupation', 'forces', 'harass', 'palestinians', 'inside', 'alaqsamosque', 'searching', 'food', 'ramadan']",minutes breaking fast israeli occupation forces harass palestinians inside alaqsamosque searching food ramadan,2,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}",0.211,0.789,0.0,-0.4939,neutral,minutes breaking fast israeli occupation forces harass palestinians inside alaqsamosque searching food ramadan,minute breaking fast israeli occupation force harass palestinian inside alaqsamosque searching food ramadan
"['missing', 'ramadan', 'kyrie', 'year']",missing ramadan kyrie year,2,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",0.423,0.577,0.0,-0.296,neutral,missing ramadan kyrie year,missing ramadan kyrie year
"['month', 'qur an', 'ramadan']",month qur an ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,month qur an ramadan,month qur ramadan
"['month', 'ramadan', 'every', 'du', 'make', 'may', 'answered', 'may', 'every', 'act', 'worship', 'matter', 'small', 'intention', 'heaviest', 'ur', 'scales', 'sweetness', 'imaan', 'felt', 'missing', 'long', 'may', 'return', 'fill', 'ur', 'soul', '', 'strive', 'much', 'u']",month ramadan every du make may answered may every act worship matter small intention heaviest ur scales sweetness imaan felt missing long may return fill ur soul strive much u,2,"{'neg': 0.063, 'neu': 0.749, 'pos': 0.187, 'compound': 0.5106}",0.063,0.749,0.187,0.5106,neutral,month ramadan every du make may answered may every act worship matter small intention heaviest ur scales sweetness imaan felt missing long may return fill ur soul  strive much u,month ramadan every du make may answered may every act worship matter small intention heaviest ur scale sweetness imaan felt missing long may return fill ur soul strive much u
"['month', 'ramadan', 'maulana', 'mohammad', 'sattar', 'tried', '', 'xually', 'assault', 'hindu', 'girl', 'running', 'train', 'beaten', 'fellow', 'travelers', 'one', 'safe', 'place', 'people', 'per', 'punishment', 'given', 'act', 'maulana']",month ramadan maulana mohammad sattar tried xually assault hindu girl running train beaten fellow travelers one safe place people per punishment given act maulana,2,"{'neg': 0.3, 'neu': 0.612, 'pos': 0.089, 'compound': -0.7845}",0.3,0.612,0.089,-0.7845,neutral,month ramadan maulana mohammad sattar tried  xually assault hindu girl running train beaten fellow travelers one safe place people per punishment given act maulana,month ramadan maulana mohammad sattar tried xually assault hindu girl running train beaten fellow traveler one safe place people per punishment given act maulana
"['month', 'ramadan', 'months', 'forget', 'aaron', 'bushnell', 'pray']",month ramadan months forget aaron bushnell pray,2,"{'neg': 0.207, 'neu': 0.543, 'pos': 0.25, 'compound': 0.1027}",0.207,0.543,0.25,0.1027,neutral,month ramadan months forget aaron bushnell pray,month ramadan month forget aaron bushnell pray
"['', '', '', '', '', '', '', '', 'month', 'ramadan', 'revealed', 'qur an', 'guidance', 'people', 'clear', 'proofs', 'guidance', 'criterion', 'whoever', 'sights', 'new', 'moon', 'month', 'let', 'fast', 'whoever', 'ill']",month ramadan revealed qur an guidance people clear proofs guidance criterion whoever sights new moon month let fast whoever ill,2,"{'neg': 0.12, 'neu': 0.769, 'pos': 0.111, 'compound': -0.0516}",0.12,0.769,0.111,-0.0516,neutral,        month ramadan revealed qur an guidance people clear proofs guidance criterion whoever sights new moon month let fast whoever ill,month ramadan revealed qur guidance people clear proof guidance criterion whoever sight new moon month let fast whoever ill
"['month', 'ramadan', 'starts', 'gates', 'heaven', 'opened', 'gates', 'hell', 'closed']",month ramadan starts gates heaven opened gates hell closed,2,"{'neg': 0.309, 'neu': 0.47, 'pos': 0.221, 'compound': -0.3182}",0.309,0.47,0.221,-0.3182,neutral,month ramadan starts gates heaven opened gates hell closed,month ramadan start gate heaven opened gate hell closed
"['mosque', 'open', 'doors', 'hold', 'christian', 'service', 'see', 'donald', 'trump', 'america', 'donald', 'trump', 'defending', 'christian', 'british', 'christians', 'absolutely', 'furious', 'king', 'charles', 'hosting', 'ramadan', 'royal', 'windsor', 'castle', 'christian', 'churches']",mosque open doors hold christian service see donald trump america donald trump defending christian british christians absolutely furious king charles hosting ramadan royal windsor castle christian churches,2,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.6115}",0.133,0.867,0.0,-0.6115,neutral,mosque open doors hold christian service see donald trump america donald trump defending christian british christians absolutely furious king charles hosting ramadan royal windsor castle christian churches,mosque open door hold christian service see donald trump america donald trump defending christian british christian absolutely furious king charles hosting ramadan royal windsor castle christian church
"['mosques', 'destroyed', 'gaza', 'man', 'performs', 'adan', 'assist', 'ramadan', 'prayers']",mosques destroyed gaza man performs adan assist ramadan prayers,2,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4939}",0.286,0.714,0.0,-0.4939,neutral,mosques destroyed gaza man performs adan assist ramadan prayers,mosque destroyed gaza man performs adan assist ramadan prayer
"['move', 'defiance', 'ramadan', 'iftar', 'front', 'israeli', 'embassy', 'washington', 'dc']",move defiance ramadan iftar front israeli embassy washington dc,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,move defiance ramadan iftar front israeli embassy washington dc,move defiance ramadan iftar front israeli embassy washington dc
"['mujahid', 'ra', 'narrated', 'messenger', 'allah', 'saw', 'fasted', 'ramadan', 'broke', 'fast', 'travelling', 'nasai']",mujahid ra narrated messenger allah saw fasted ramadan broke fast travelling nasai,2,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.4215}",0.203,0.797,0.0,-0.4215,neutral,mujahid ra narrated messenger allah saw fasted ramadan broke fast travelling nasai,mujahid ra narrated messenger allah saw fasted ramadan broke fast travelling nasai
"['multiculturalism', 'grooming', 'gangs', 'kebab', 'shops', 'ramadan', 'regular', 'mass', 'stabbings', 'irish', 'culture']",multiculturalism grooming gangs kebab shops ramadan regular mass stabbings irish culture,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,multiculturalism grooming gangs kebab shops ramadan regular mass stabbings irish culture,multiculturalism grooming gang kebab shop ramadan regular mass stabbings irish culture
"['musiims', 'celebrate', 'ramadan', 'occupied', 'christian', 'church', 'hagia', 'sophia']",musiims celebrate ramadan occupied christian church hagia sophia,2,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.0,0.654,0.346,0.5719,neutral,musiims celebrate ramadan occupied christian church hagia sophia,musiims celebrate ramadan occupied christian church hagia sophia
"['muslim', 'man', 'harasses', 'woman', 'london', 'bus', 'eating', 'lunch', 'fasting', 'ramadan', 'smell', 'mind', 'eating', 'somewhere', 'else', 'fasting']",muslim man harasses woman london bus eating lunch fasting ramadan smell mind eating somewhere else fasting,2,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5423}",0.189,0.811,0.0,-0.5423,neutral,muslim man harasses woman london bus eating lunch fasting ramadan smell mind eating somewhere else fasting,muslim man harasses woman london bus eating lunch fasting ramadan smell mind eating somewhere else fasting
"['muslim', 'players', 'cope', 'playing', 'ramadan']",muslim players cope playing ramadan,2,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",0.0,0.69,0.31,0.2023,neutral,muslim players cope playing ramadan,muslim player cope playing ramadan
"['muslim', 'players', 'manage', 'matches', 'ramadan', '', '', 'sportflow', 'ramadan', 'ramadankareem', 'uefa']",muslim players manage matches ramadan sportflow ramadan ramadankareem uefa,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,muslim players manage matches ramadan   sportflow ramadan ramadankareem uefa,muslim player manage match ramadan sportflow ramadan ramadankareem uefa
"['muslim', 'please', 'skip', 'post', 'kindly', 'read', 'urgent', 'appeal', 'help', 'us', 'equip', 'mosque', 'ramadan', 'assalamu', 'alaikum', 'dear', 'brothers', 'sisters', 'ramadan', 'approaches', 'mosque', 'need', 'support', 'require', 'funds', 'purchase', 'essential']",muslim please skip post kindly read urgent appeal help us equip mosque ramadan assalamu alaikum dear brothers sisters ramadan approaches mosque need support require funds purchase essential,2,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9231}",0.0,0.579,0.421,0.9231,neutral,muslim please skip post kindly read urgent appeal help us equip mosque ramadan assalamu alaikum dear brothers sisters ramadan approaches mosque need support require funds purchase essential,muslim please skip post kindly read urgent appeal help u equip mosque ramadan assalamu alaikum dear brother sister ramadan approach mosque need support require fund purchase essential
"['muslim', 'prayers', 'inside', 'windsor', 'castle', 'ramadan', 'treason', 'notmyking']",muslim prayers inside windsor castle ramadan treason notmyking,2,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",0.293,0.707,0.0,-0.4404,neutral,muslim prayers inside windsor castle ramadan treason notmyking,muslim prayer inside windsor castle ramadan treason notmyking
"['muslim', 'terrorists', 'syria', '', 'brutally', 'murdering', 'christians', 'druze', 'dragging', 'bodies', 'streets', 'yet', 'one', 'western', 'muslim', 'org', 'spoken', 'terrorism', 'protests', 'encampments', 'outrage', 'deafening', 'crickets', 'ramadan', 'mubarak']",muslim terrorists syria brutally murdering christians druze dragging bodies streets yet one western muslim org spoken terrorism protests encampments outrage deafening crickets ramadan mubarak,0,"{'neg': 0.589, 'neu': 0.411, 'pos': 0.0, 'compound': -0.9761}",0.589,0.411,0.0,-0.9761,negative,muslim terrorists syria  brutally murdering christians druze dragging bodies streets yet one western muslim org spoken terrorism protests encampments outrage deafening crickets ramadan mubarak,muslim terrorist syria brutally murdering christian druze dragging body street yet one western muslim org spoken terrorism protest encampment outrage deafening cricket ramadan mubarak
"['muslim', 'woman', 'covers', 'mannequins', 'tempting', 'muslim', 'men', 'ramadan', 'started']",muslim woman covers mannequins tempting muslim men ramadan started,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,muslim woman covers mannequins tempting muslim men ramadan started,muslim woman cover mannequin tempting muslim men ramadan started
"['muslim', 'women', 'praying', 'husband', 'month', 'ramadan', 'may', 'allah', 'answer', 'prayers', 'bless', 'good', 'responsible', 'religious', 'husband', 'care', 'treat', 'well']",muslim women praying husband month ramadan may allah answer prayers bless good responsible religious husband care treat well,1,"{'neg': 0.0, 'neu': 0.373, 'pos': 0.627, 'compound': 0.9477}",0.0,0.373,0.627,0.9477,positive,muslim women praying husband month ramadan may allah answer prayers bless good responsible religious husband care treat well,muslim woman praying husband month ramadan may allah answer prayer bless good responsible religious husband care treat well
"['muslims', 'attend', 'first', 'friday', 'prayer', 'ramadan', 'al', 'aqsa', 'despite', 'heavy', 'restrictions']",muslims attend first friday prayer ramadan al aqsa despite heavy restrictions,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,muslims attend first friday prayer ramadan al aqsa despite heavy restrictions,muslim attend first friday prayer ramadan al aqsa despite heavy restriction
"['muslims', 'came', 'together', 'hagia', 'sophia', 'tarawih', 'prayers', 'first', 'night', 'ramadan', '']",muslims came together hagia sophia tarawih prayers first night ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,muslims came together hagia sophia tarawih prayers first night ramadan ,muslim came together hagia sophia tarawih prayer first night ramadan
"['muslims', 'celebrate', 'ramadan', 'windsor', 'castle', 'royal', 'residence', 'much', 'loved', 'queen', 'elizabeth', 'islam', 'england', 'seems', 'unstoppable']",muslims celebrate ramadan windsor castle royal residence much loved queen elizabeth islam england seems unstoppable,2,"{'neg': 0.084, 'neu': 0.561, 'pos': 0.355, 'compound': 0.7783}",0.084,0.561,0.355,0.7783,neutral,muslims celebrate ramadan windsor castle royal residence much loved queen elizabeth islam england seems unstoppable,muslim celebrate ramadan windsor castle royal residence much loved queen elizabeth islam england seems unstoppable
"['muslims', 'enjoying', 'peaceful', 'ramadan', 'germany s', 'cologne', 'central', 'mosque', 'built', 't rkiye', '', '']",muslims enjoying peaceful ramadan germany s cologne central mosque built t rkiye,2,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.765}",0.0,0.602,0.398,0.765,neutral,muslims enjoying peaceful ramadan germany s cologne central mosque built t rkiye  ,muslim enjoying peaceful ramadan germany cologne central mosque built rkiye
"['muslims', 'enjoying', 'peaceful', 'second', 'day', 'ramadan', 'hagia', 'sophia', '']",muslims enjoying peaceful second day ramadan hagia sophia,1,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.765}",0.0,0.476,0.524,0.765,positive,muslims enjoying peaceful second day ramadan hagia sophia ,muslim enjoying peaceful second day ramadan hagia sophia
"['muslims', 'fasting', 'ramadan', 'google']",muslims fasting ramadan google,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,muslims fasting ramadan google,muslim fasting ramadan google
"['muslims', 'living', 'new', 'york', 'came', 'together', 'times', 'square', 'break', 'fast', 'perform', 'tarawih', 'prayers', 'tarawih', 'voluntary', 'prayer', 'offered', 'isha', 'final', 'evening', 'prayer', 'holds', 'spiritual', 'significance', 'ramadan']",muslims living new york came together times square break fast perform tarawih prayers tarawih voluntary prayer offered isha final evening prayer holds spiritual significance ramadan,2,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.2732}",0.0,0.92,0.08,0.2732,neutral,muslims living new york came together times square break fast perform tarawih prayers tarawih voluntary prayer offered isha final evening prayer holds spiritual significance ramadan,muslim living new york came together time square break fast perform tarawih prayer tarawih voluntary prayer offered isha final evening prayer hold spiritual significance ramadan
"['muslims', 'minors', 'attacked', 'small', 'children', 'sports', 'training', 'camp', 'rss', 'near', 'mumbai', 'yes', 'threw', 'stones', 'small', 'children', 'wanted', 'maim', 'kill', 'small', 'children', 'ramadan', 'right', 'breaking', 'fast', 'idea', 'religion', 'sangh']",muslims minors attacked small children sports training camp rss near mumbai yes threw stones small children wanted maim kill small children ramadan right breaking fast idea religion sangh,2,"{'neg': 0.218, 'neu': 0.706, 'pos': 0.076, 'compound': -0.7184}",0.218,0.706,0.076,-0.7184,neutral,muslims minors attacked small children sports training camp rss near mumbai yes threw stones small children wanted maim kill small children ramadan right breaking fast idea religion sangh,muslim minor attacked small child sport training camp rss near mumbai yes threw stone small child wanted maim kill small child ramadan right breaking fast idea religion sangh
